Application ID	In Country?	App Type	Traditional Building	Case Officer	Decision Level	PO Decision	HP12 Relevant	HP12: Abandoned	HP12: Historic / Architectural Assessment Person	HP12: Stated Historic or Architectural Interest	HP12: Capable of Renovation	HP12 Passes?	HP14 Relevant	HP14A: On Footprint	HP14A: Less than 50% increase	HP14A: Exception1 (Poor form -> more traditional)	HP14A; Exception2 (less visual impact)	HP14A: Complies?	HP14B: 3/91 Compliance	HP14B: High-Quality Design with 'No Adverse Visual Impact'	HP14B: Complies?	HP14C: Reuse of Stone and Slate	HP14D: New fabric matches original building	HP14 Passes?	Application Passes 'Replacement Dwelling' Policy?	Pass Score (HP12)	Pass Score (HP14)	Pass Score for this Application	Assessment Score HP12 (2or3=pass)	Assessment Score HP14 (3=pass)	Assessment Bonus Score (max=2)	Assessment Score Overall (5/6=pass/7/8max)	Compliance Score HP12 (2or3=pass)	Compliance Score HP14 (3=pass)	Compliance Exception Modifier HP14 (3=max)	Compliance Bonus Score (max=2)	Compliance Score Overall (5/6=pass/ 7/8=max)	Compliance %	HP12 Compliance %	HP14 Compliance %	Compliance Status	Policy Balance Score	Reason for refusal: points gained	Reason for refusal: detail	Application Type	Local Authority	Date Submitted	Advertised As	Available Online	Status	LatDD	LonDD	Land Designation	Is Countryside	Plan Used	Case Officer	Signed By	Same Countersignatory	Site Visit Conducted	Recommended Permitted	Decision Level	Committee or PO Permitted	High Landscape Value (1982)	Archeological Interest (1982)	"Vernacular, Traditional, or Pre-1920 Building(s) to be Demolished"	Building Classification	Building Detailed Description	Housing Policy 12 Included	Housing Policy 13 Included	Housing Policy 14 Included	Passed HP12 (PO)	Passed HP13 (PO)	Passed HP14 (PO)	Abandoned / Lost Habitable Status (PO Assessment)	Abandoned Excerpts	Historic Assessment Level	Additional Evidence of Historic / Architectural Interest	Objector(s) on Historic / Arc Interest Grounds	Historic / Arc Interest	Architectural and Historic Interest Expcerts	Renovation Comments	Capable of Renovation	Structural Condition of Building	On Existing Footprint	Buildings included in original floor area	Original Floor Area	New Floor Area	Percent Original Floor Area	Curtilage Size	Curtilage Notes	Passes 3/91 P2-P7 Generally (Vernaculars)?	3/91 P2	3/91 P3	3/91 P4	3/91 P5	3/91 P6	3/91 P7	3/91 P8 (Larger house in own grounds)	3/91 Excerpts	Siting / Design: Less Visual Impact	Visual Impact: Language Used	Existing Deemed Poor Form	Existing Deemed Poor Condition	Exceptional: New Property is 'High-Quality' Design with No Adverse Visual Impact	Reuse of Stone and Slate	Matches original materials	Thought to Have More traditional character	Condition for Demolition	Condition to Record Site
16/00351/A	Yes	A	Yes	Senior Planning Officer 1	Committee	Yes	No	No Assessment	None	No Assessment	No Assessment	No	Yes	No Assessment	No	No	No Assessment	No	No Assessment	No Assessment	No	No Assessment	No Assessment	No	No	3	0	3	0	2	0	0	0	N/A	0	0	0	0.00%	0.00%	N/A	Fail	0	0		A	SANTON	30-Mar-16	"Approval in principle for demolition of two dwellings and stable block and creation / incorporation of two further dwellings within large residence, entrance gates and gate lodge addressing siting, design and means of access Ballaquiggin Farm Balnahowe Santon Isle Of Man IM4 1HW "	Yes	Decision Issued	54.3176855	-4.439848212	Woodland	Yes	Isle of Man Development Plan Order 1982 	Senior Planning Officer 1	Senior Planning Officer 1	Yes	14/04/2016	Yes	Committee	Yes	Yes	No	Yes	Vernacular Farmhouse; Non-Vernacular Farmhouse; Vernacular Stone Barn	"An original farmhouse, a newer farmhouse, two residential units formed of barns, and agricultural buildings"	No	No	Yes	No Assessment	No Assessment	No Assessment	No Assessment	None	None	None	None	No Assessment	No Assessment	None	No Assessment	No Assessment	No Assessment	One of the two farmhouses only	785	2248	286.3694268	Unknown Increase	"""expanded residential curtilage"""	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment		None	No Assessment		No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	"""C 4. This permission relates to the principle of the redevelopment of the site to create a single large dwelling with associated accommodation for staff and guests, including a gate lodge together with access, landscaping and a new, expanded residential curtilage, all within the area edged red and as shown generally on plan reference P/10-03 received on 23rd March, 2016. This is on the basis of redevelopment of all of the buildings and the removal of all existing structures such that the development need not be constrained by the existing fabric which is not of particular interest or merit."""	None
16/00344/B	Yes	B	Yes	Senior Planning Officer 2	Committee	Yes	No	No	None	No Assessment	No Assessment	No	Yes	Yes	No	No	No	No	No Assessment	No	No	No Assessment	No Assessment	No	No	3	3	6	1	2	0	3	1	1	0	0	2	33.33%	33.33%	33.33%	Fail	-1	0		B	LEZAYRE	24-Mar-16	Demolition of existing and erection of a detached dwelling Glenduff Farm Glen Duff Ramsey Isle Of Man IM7 2AT 	Yes	Decision Issued	54.17039689	-4.494155018	Woodland	Yes	Isle of Man Development Plan Order 1982 	Senior Planning Officer 2	Senior Planning Officer 2	Yes	24/05/2016	Yes	Committee	Yes	Yes	No	Yes	Vernacular Farmhouse; Vernacular Stone Barn	"two storey traditional property with a similar form as a Manx traditional farmhouse, albeit with more classical architecture"	No	No	Yes	Yes	No Assessment	No	No	"""the dwelling has been occupied in the last 10 years as a dwelling and therefore still retains its full habitable status"""	None	None	None	No Assessment	No Assessment	None	No Assessment	No Assessment	Yes	Existing dwelling	345	736	213.3333333	Same	None	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment		"The proposal is only assessed against 3/91 Policy 8, not 2-7. ""Consideration should also be had that the proposal would result in a dwelling with a greater mass, but with the similar design, proportion and finishes, it is considered as shown by the photomontage the proposal would site comfortably in the significant site and countryside setting, surrounded by woodland."""	No		No	Yes	No	No Assessment	No Assessment	No	None	None
16/00192/B	Yes	B	No	Junior Planning Officer 4	SPO	Yes	No	No Assessment	None	No Assessment	No Assessment	No	Yes	Yes	No	No	No Assessment	No	No Assessment	No	No	No Assessment	No Assessment	No	No	3	3	6	0	2	0	2	0	1	0	0	1	16.67%	0.00%	33.33%	Fail	-1	0		B	MALEW	23-Feb-16	Demolition of existing dwelling (retrospective) and erection of a replacement dwelling with associated parking Heathfield Phildraw Road Ballasalla Isle Of Man IM9 3EH	Yes	Decision Issued	54.1109212	-4.629233884	Countryside	Yes	Southern Area Plan	Junior Planning Officer 4	Senior Planning Officer 2	No	06/04/2016	Yes	SPO	Yes	No	No	No	Bungalow	Bungalow	No	No	Yes	No Assessment	No Assessment	No Assessment	No Assessment	None	None	None	None	No Assessment	No Assessment	None	No Assessment	No Assessment	Yes	No Assessment	No Assessment	No Assessment	No Assessment	Same	None	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment		None	No Assessment		Yes	No Assessment	No	No Assessment	No Assessment	No Assessment	None	None
16/00062/B	Yes	B	Unable to determine from report	Senior Planning Officer 2	Committee	Yes	Yes	No	None	No Assessment	No Assessment	No	Yes	Partial	No	Yes	No Assessment	Yes	No Assessment	No	No	No Assessment	No Assessment	No	No	3	3	6	1	2	0	3	1	1	1	0	3	50.00%	33.33%	66.67%	Fail	0	0		B	ONCHAN	22-Jan-16	Erection of a replacement dwelling (comprising amendments to PA 12/00923/B) Struan Veg Hillberry Onchan Isle Of Man IM4 5BJ	Yes	Decision Issued	54.18884404	-4.472011013	Open Space	Yes	Onchan Local Plan	Senior Planning Officer 2	Senior Planning Officer 2	Yes	10/03/2016	Yes	Committee	Yes	No	No	Unable to determine from report	Unknown	An old dwelling	Yes	No	Yes	Yes	No Assessment	Yes	No	"""the existing dwelling had until recently (demolition works have commenced on site) full habitable status and therefore also accords with Housing Policy 12"""	None	None	None	No Assessment	No Assessment	None	No Assessment	No Assessment	Partial	Existing dwelling	175	301	172	Same	None	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment		"""The proposed dwelling is designed to look like a converted barn that has been subsequently extended. Whilst not traditional in the sense that it replicates a Manx farmhouse it is still considered to be of general traditional form."""	No Assessment		Yes	No Assessment	No	No Assessment	No Assessment	Yes	"""C 7.
Prior to the commencement of the construction of the approved replacement dwelling the existing dwelling must be demolished in its entirety.
Reason: Planning approval is only acceptable on the basis that the existing dwelling is being replaced and not retained."""	None
16/00024/B	Yes	B	Unable to determine from report	Senior Planning Officer 1	Director of Planning	Yes	No	No Assessment	None	No Assessment	No Assessment	No	Yes	No Assessment	No	No	No Assessment	No	No Assessment	No	No	No Assessment	No Assessment	No	No	3	3	6	0	2	0	2	0	0	0	0	0	0.00%	0.00%	0.00%	Fail	-2	0		B	BRADDAN	12-Jan-16	Erection of a replacement dwelling with integral garage (comprising amendments to PA 14/00381/B & PA 14/01320/B) Ballaveare Old Castletown Road Port Soderick Isle Of Man IM4 1BB	Yes	Decision Issued	54.12864696	-4.539256972	Open Space	Yes	Braddan Local Plan	Senior Planning Officer 1	Director of Planning	No	No	Yes	Director of Planning	Yes	Yes	No	Unable to determine from report	Unknown	hipped and gabled ended dwelling which is an unfortunate mixture of some traditional elements but many more modern additions an 	No	No	Yes	No Assessment	No Assessment	Yes	No Assessment	None	None	None	None	No Assessment	No Assessment	None	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	Same	None	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment		None	No Assessment		No Assessment	No Assessment	No	No Assessment	No Assessment	No Assessment	None	None
15/01349/B	Yes	B	No	Senior Planning Officer 1	Head of Development Management	Yes	No	No Assessment	None	No Assessment	No Assessment	No	Yes	Partial	No	Yes	No Assessment	Yes	No Assessment	No	No	No Assessment	No Assessment	No	No	3	3	6	0	2	0	2	0	1	1	0	2	33.33%	0.00%	66.67%	Fail	0	0		B	MALEW	15-Dec-15	Erection of a replacement dwelling with integral garaging Ballaglea House Corlea Road Ballasalla Isle Of Man IM9 3BA	Yes	Decision Issued	54.14440661	-4.64245972	Not designated for development	Yes	Southern Area Plan	Senior Planning Officer 1	Director of Planning	No	No	Yes	Head of Development Management	Yes	No	No	No	Non-Vernacular Two Storey	Two storey dwelling and detached garage	No	No	Yes	No Assessment	No Assessment	Yes	No Assessment	None	None	None	None	No Assessment	No Assessment	None	No Assessment	No Assessment	Partial	Existing house	328	556	169.5121951	Unknown Increase	None	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment		None	No Assessment		Yes	No	No	No Assessment	No Assessment	Yes	None	None
15/01346/B	Yes	B	Yes	Junior Planning Officer 4	Committee	Yes	No	No	None	No Assessment	No Assessment	No	Yes	No Assessment	No	No	No	No	No Assessment	No	No	No	No Assessment	No	No	3	3	6	1	2	0	3	1	0	0	0	1	16.67%	33.33%	0.00%	Fail	-2	0		B	ARBORY	23-Mar-16	Erection of a replacement detached dwelling Tighnabruaich Pooilvaaish Road Castletown Isle Of Man IM9 4PJ	Yes	Decision Issued	54.07948655	-4.685735764	Not designated for development	Yes	Southern Area Plan	Junior Planning Officer 4	Junior Planning Officer 4	Yes	06/01/2016	Yes	Committee	Yes	No	No	Yes	Vernacular Dwelling	Traditional Manx vernacular	No	No	Yes	No Assessment	No Assessment	Yes	No	"""It is unclear when the property was last lived in, though it certainly does not appear to have been abandoned."""	None	None	None	No Assessment	No Assessment	None	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	None	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment		"In proposal section: ""The proposed dwelling would
have at its front an elevation to match the form and proportions of a dwelling described in Planning Circular 3/91 as being of archetypal rural Manx vernacular."""	No		No	No	No	No	No Assessment	No Assessment	None	None
15/01219/B	Yes	B	No	Junior Planning Officer 4	Committee	Yes	No	No Assessment	Planning Officer	No	No Assessment	No	Yes	No Assessment	No	No	"""Neither better or worse, but different"""	No	No	Maybe	No	No Assessment	No Assessment	No	No	2	3	5	1	3	0	4	1	0	0	0	1	20.00%	50.00%	0.00%	Fail	-3	0		B	MAUGHOLD	04-Nov-15	Erection of a detached replacement dwelling with associated driveway Belmont Lewaigue Road Dreemskerry Ramsey Isle Of Man IM7 1BF 	Yes	Decision Issued	54.2952475	-4.34604183	Not designated for development	Yes	Isle of Man Development Plan Order 1982 	Junior Planning Officer 4	Junior Planning Officer 4	Yes	No	Yes	Committee	Yes	Yes	No	No	Unknown	Belmont is not a dwelling of traditional Manx vernacular and does not exhibit any particular architectural merit 	No	No	Yes	No Assessment	No Assessment	No	No Assessment	None	Planning Officer	None	None	No	"""Belmont is not a dwelling of traditional Manx vernacular and does not exhibit any particular architectural merit """	None	No Assessment	No Assessment	No Assessment	Existing dwelling	342	679.5	198.6842105	Unknown Increase	"""3.7 Additionally proposed is a small extension to the residential curtilage in order to provide a new highway access. This would replace the existing pair of accesses immediately in front of the dwelling and would allow for a more gently graded route out from the dwelling's driveway and onto the highway.
3.8 As originally submitted, the planning application included within the red line the entirety of the adjacent field. As this could be seen to result in an extension to the residential curtilage, an amended plan showing the majority of that field in blue and the existing curtilage plus the aforementioned amended highway access in red was sought and circulated to the interested parties."""	No	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment		"""The proposed replacement dwelling is self-evidently not of traditional Manx vernacular and therefore does not comply with the 'general' expectation of Housing Policy 14 that dwellings be so designed. As such, the acceptability of the proposal will turn on whether it meets the 'exceptional' expectation of Housing Policy 14"""	No	"""Neither better or worse, but different"""	No	No	Maybe	No Assessment	No Assessment	No	None	None
15/01184/B	Yes	B	Yes	Senior Planning Officer 1	Committee	Yes	No	No Assessment	None	No Assessment	No Assessment	No	Yes	No	No	No	Yes	Yes	No Assessment	No	No	Yes	Yes	No	No	3	3	6	0	2	2	2	0	0	2	2	2	33.33%	0.00%	66.67%	Fail	0	0		B	PATRICK	27-Oct-15	Erection of a replacement dwelling and creation of self-contained disabled tourist accommodation (comprising amendments to PA 14/01158/B) Ballacallin Farm Gordon Peel Isle Of Man IM5 3AR 	Yes	Decision Issued	54.19518493	-4.696967483	Not designated for development	Yes	Isle of Man Development Plan Order 1982 	Senior Planning Officer 1	Junior Planning Officer 5	No	No	Yes	Committee	Yes	Yes	No	Yes	Bungalow; Vernacular Stone Barn	"Modern bungalow, with former stone dwelling, and stone barns"	No	No	Yes	No Assessment	No Assessment	No Assessment	No Assessment	None	None	None	None	No Assessment	No Assessment	None	No Assessment	No Assessment	No	Existing bungalow	105	206	196.1904762	No Assessment	None	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment		None	Yes		No	Yes	No	Yes	Yes	Yes	None	None
15/00909/B	Yes	B	No	Senior Planning Officer 2	Committee	No	No	No Assessment	None	No Assessment	No Assessment	No	Yes	Partial	No	No	No	No	No Assessment	No	No	No Assessment	No Assessment	No	No	3	3	6	0	2	0	2	0	1	0	0	1	16.67%	0.00%	33.33%	Fail	2	2	Housing Policy 14	B	RUSHEN	12-Aug-15	Demolition of existing dwelling and erection of a replacement dwelling with associated parking Kilravock Shore Road Bay Ny Carrickey Port St. Mary Isle Of Man IM9 5LY	Yes	Decision Issued	54.08429073	-4.72528637	Not designated for development	Yes	Southern Area Plan	Senior Planning Officer 2	Senior Planning Officer 2	Yes	No	No	Committee	No	No	No	No	Unknown	single storey pitched roofed property with painted render and slate roof	No	No	Yes	No Assessment	No Assessment	No	No Assessment	None	None	None	None	No Assessment	No Assessment	None	No Assessment	No Assessment	Partial	Existing dwelling	76	194.6	256.0526316	Same	None	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment		None	No		No	No Assessment	No	No Assessment	No Assessment	No	None	None
15/00895/B	Yes	B	Unable to determine from report	Senior Planning Officer 2	Committee	Yes	No	No Assessment	None	No Assessment	No Assessment	No	Yes	Partial	No	No	No	No	No Assessment	No	No	No	No	No	No	3	3	6	0	2	0	2	0	1	0	0	1	16.67%	0.00%	33.33%	Fail	-1	0		B	LEZAYRE	07-Aug-15	Demolition of existing dwelling and erection of a replacement dwelling with associated garaging Cass Y Cronk Cronk Ruagh Lezayre Ramsey Isle Of Man IM7 2ED 	Yes	Decision Issued	54.33054531	-4.414576625	Not designated for development (Hospital)	Yes	Isle of Man Development Plan Order 1982 	Senior Planning Officer 2	Junior Planning Officer 2	No	18/08/2015	Yes	Committee	Yes	No	No	Unable to determine from report	Unknown	"The nurses' home was converted into a fourth dwelling and the application property was retained as a separate dwelling. The dwelling sits higher than the road and is an attractive, single storey property with interesting detailed and heavy cornices, a slated roof with red ridge tiles and a dominant chimney off centre within the roof. The dwelling has a garage to the south which is narrow (3.6m) but long (8.8m) and has a wall with a gate in it, linking it to the house. There are extensions at the rear including flat roofed annexes which are visible from the road and which have none of the interest or refinement of the existing main house."	No	No	Yes	No Assessment	No Assessment	No	No Assessment	None	None	None	None	No Assessment	No Assessment	None	No Assessment	No Assessment	Partial	Existing dwelling	No Assessment	No Assessment	No Assessment	No Assessment	None	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment		None	No		No	No Assessment	No	No	No	Yes	None	None
15/00730/B	Yes	B	Yes	Senior Planning Officer 2	Head of Development Management	Yes	No	No	Planning Officer	Yes	No Assessment	No	Yes	Partial	Yes	No	No Assessment	Yes	No Assessment	No	No	No Assessment	No Assessment	No	No	3	3	6	2	2	0	4	1	2	0	0	3	50.00%	33.33%	66.67%	Fail	-1	0		B	MAUGHOLD	01-Jul-15	Erection of a replacement dwelling Primrose Lodge Slieau Lewaigue Lewaigue Ramsey Isle Of Man IM7 1BH	Yes	Decision Issued	54.29847433	-4.362879819	Woodland	Yes	Isle of Man Development Plan Order 1982 	Senior Planning Officer 2	Director of Planning	No	20/07/2015	Yes	Head of Development Management	Yes	Yes	No	Yes	Vernacular Farmhouse	"Two storey
dwelling and a two storey traditional Manx stone barn which has been converted."	No	No	Yes	Yes	No Assessment	Yes	No	"""The proposal satisfies the first part of Housing Policy 12 in that the existing dwelling is still in residential use and has not been abandoned."""	Planning Officer	None	None	Yes	"""In terms of the second arm of the policy, the existing dwelling is considered to have architectural and historic interest. The original dwelling is of an attractive and traditional design. It has been somewhat compromised by the commencement of application 08/02083/B, which was for a two storey side extension, similar to the extension to the northern gable of the main dwelling now proposed. The works did commence; however, it was found that the property had considerable defects which halted works. Notwithstanding, it still remains an attractive building, albeit not of such quality to warrant it retention."""	None	No Assessment	No Assessment	Partial	Existing dwelling	226.4	324.3	143.2420495	No Assessment	None	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment		"""In terms of the design, the proportion and form of the existing and proposed are of a traditional Manx farm house. However, two full height, traditional bay windows have been added historically and this new proposal would replicate these again. The remaining of the works, especially form the front elevation, is traditional in terms of proportion, form, finish and deign and almost identical to what has previously been approved. For these reasons it is considered that the character and appearance of the area and wider countryside would be preserved and the design of the new dwelling is considered acceptable."""	No Assessment		No Assessment	No Assessment	No	No Assessment	No Assessment	No Assessment	None	None
15/00701/B	Yes	B	Yes	Junior Planning Officer 3	Committee	Yes	Yes	No Assessment	None	No Assessment	No Assessment	No	Yes	Partial	No	Yes	No	Yes	Yes	No	Yes	No Assessment	No Assessment	Yes	No	3	3	6	0	3	0	3	0	2	1	1	3	50.00%	0.00%	100.00%	Fail	0	0		B	MAROWN	23-Jun-15	Demolition of existing dwelling and erection of a replacement detached dwelling Glenside Cottage West Baldwin Isle Of Man IM4 5HA 	Yes	Decision Issued	54.19989616	-4.526804513	Open Space (Agriculture)	Yes	Braddan Local Plan	Junior Planning Officer 3	Junior Planning Officer 3	Yes	14/07/2015	Yes	Committee	Yes	No	No	Yes	Vernacular Two-Storey Cottage	"Two storey detached dwelling. ""Evidence would suggest that Glenside Cottage would have once been a traditionally styled two storey Manx Cottage however over time the property has been extended and altered which has resulted in some traditional features and proportions being lost. The existing dwelling has still retained some traditional features such as sliding sash windows, rear cat slide roof and gable end chimney stacks. """	Yes	No	Yes	Yes	No Assessment	Yes	No Assessment	None	None	None	None	No Assessment	No Assessment	None	No Assessment	No Assessment	Partial	Existing dwelling	No Assessment	No Assessment	162	Same	None	Yes	Yes	Yes	Yes	Yes	Yes	Yes		"""6.3.5 To look at the first part, the design, policies 2-7 of Planning Circular 3/91 should be considered. These policies deal with the design, proportion and massing of the proposed dwelling. The proposed replacement dwelling in terms of its proportion, design features and window fenestration is considered to have similarities to an extended two storey traditional Manx cottage.
6.3.6 Whilst the dwelling would not follow the form of a double cube with typical dimensions of 11 x 5.5 metres, the proposed dwelling is considered to respect a regular fenestration and maintains a central porch entrance. The larger proportioned dwelling results in a dwelling with five upper front windows as opposed to the typical symmetrical window fenestration of three upper front windows. However, as previously outlined, the proposed dwelling under this scheme is judged to represent a dwelling with traditional features and character, symbolising an extended version of a vernacular three upper front window dwelling.
6.3.7 Chimneys are a familiar feature of the Island and make a particular visual impact in the rural areas. Their provision in modern housing is justified both for functional reasons and for their visual contribution, most notably being on both gable ends of a dwelling. Policy 6 of Planning Circular 3/91 states that chimneys are considered important features and their provision following past patterns is recommended. The dwelling proposed within this planning application incorporates chimney stacks, one working and one dummy, at either gable end of the dwelling which is a welcome feature and adds to the traditional appearance and character of the proposed dwelling.
6.3.8 The windows of the dwelling would be white UPVC framed 50/50 split casements. Normally, the windows would be timber framed double hung in comparatively small openings with the window reveals usually deep. Planning Circular 3/91 states that normal double hung sash windows are an important element in the appearance and quality of the façades of dwellings and these original elements should be restored or installed in this case. Although the windows would not be sliding sash it is considered that they would have minimal impact upon the character and appearance of the property and locality in general. The installation of the casements proposed are considered acceptable as they have a 50/50 split which would be similar to the glazing sections of sliding sashes. The south west and rear, northwest, elevation are not traditional with regards to window fenestration or window and door type. However, the south west elevation would not be visible from a public thoroughfare and as such would have a minimal, if any, impact upon the character of the locality or dwelling as viewed from a public thoroughfare. With regards to the rear elevation, this elevation would not be overly prominent with the street scene with the ground floor screened from existing built development and planting.  6.3.9 With regards to the finishes of the proposed dwelling, firstly Planning Circular 3/91 states that natural slate is recommended as the normal roofing material for buildings in the countryside which this scheme accords with. In terms of the white rendered external finish, the walls of traditional dwellings in the countryside were sometimes left as stone but more often rough pointed and white washed. This white finish is very characteristic of the rural parts of the Island and should remain a standard requirement for new buildings in the countryside. The planning circular goes onto say that the external finish to walls should be either stone, white painted render, or occasionally natural stone chip faced render, which again this scheme accords with."	No		Yes	No Assessment	No	No Assessment	No Assessment	Yes	"C 2.
The existing detached annexe must be demolished upon first occupation of the new dwelling.
Reason: To prevent the creation of an unjustified separate dwelling in the countryside."	None
15/00678/A	Yes	A	Yes	Senior Planning Officer 1	Committee	No	Yes	No	Planning Officer	No	No Assessment	Yes	Yes	No	No	No	No	No	No Assessment	No	No	No Assessment	No Assessment	No	No	2	0	2	2	2	0	2	2	N/A	0	0	2	100.00%	100.00%	N/A	Pass	2	2	"""The loss of further trees would adversely affect the character and appearance of the area and potentially render the proposed new dwelling more visible, interrupting an existing continuous stand of trees, to the detriment of the appearance of the area and in conflict with Housing Policy 14."""	A	ARBORY	27-Jan-16	Approval in principle to demolish existing dwelling and erection of a replacement detached dwelling with detached garage addressing siting and means of access Thie Ny Chibbyr Glen Road Colby Isle Of Man IM9 4HW	Yes	Decision Issued	54.10706187	-4.699564526	Open Space	Yes	Southern Area Plan	Senior Planning Officer 1	Senior Planning Officer 1	Yes	07/07/2015	No	Committee	No	No	No	Yes	Unknown	"""Thie ny Chibbyr is a handsome, traditional dwelling which has a slated roof with substantial chimney stacks at each end, ornate windows in each floor, including the dormers and at ground floor level the windows project into a flat roofed bay."""	Yes	No	Yes	Yes	No Assessment	Yes	No	"""As such, there is nothing to prevent the demolition of the property at the present time, although its residential status would be lost at that point."""	Planning Officer	None	None	No	"""The site is not within a Conservation Area and despite the attractive nature of the property, it is neither Registered nor on the list in the Area Plan of buildings to be researched for such purposes."". ""The lack of formal public acknowledgement of the architectural or historic quality of the building would make it difficult to argue that the house cannot be replaced, despite the fact that the existing building is attractive."""	None	No Assessment	No Assessment	No	Existing dwelling	190	280	162	Same	None	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment		"""2.5 The applicant refers to Policy 8 of Planning Circular 3/91 which refers to larger houses. They consider that the relocation will result in a reduced visual impact due to increased screening from the road and public view."""	No		No	No Assessment	No	No Assessment	No Assessment	No	None	None
15/00668/B	Yes	B	No	Junior Planning Officer 4	Committee	Yes	Yes	No	None	No Assessment	No Assessment	No	Yes	No	No	No	Yes	Yes	No Assessment	No	No	No	No Assessment	No	No	3	3	6	1	2	0	3	1	0	2	0	3	50.00%	33.33%	66.67%	Fail	0	0		B	LONAN	26-Aug-15	Erection of a replacement dwelling Ashwood Ballamenagh Road Baldrine Isle Of Man IM4 6AL	Yes	Decision Issued	54.19568591	-4.413586088	Open Space (Agriculture)	Yes	Laxey and Lonan Area Plan	Junior Planning Officer 4	Junior Planning Officer 4	Yes	09/07/2015	Yes	Committee	Yes	Yes	No	No	Bungalow	Bungalow	Yes	No	Yes	No Assessment	No Assessment	Yes	No	None	None	None	None	No Assessment	No Assessment	None	No Assessment	No Assessment	No	Existing dwelling	174	729	418.9655172	Same	None	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment		"""The design of the proposed dwelling, while large, is judged to be well-considered and a welcome addition to what is an area of high landscape value. While a more proportional, well- ordered fenestration to one elevation might be preferred and thereby be more directly linked to the massing proportions of the Manx countryside buildings it is intended to reflect, this is, in the overall scheme, considered a minor issue. Equally, the glazed part of the dwelling (comprising the 'leisure rooms') is large and could be considered inappropriate, especially given the overall massing of the dwelling. However, in some ways it is also reminiscent of a contemporary form of extension of the kind that, if sought for an extension to a traditional Manx dwelling, might be viewed as innovative. Given the overall design approach, it is considered that this element of the proposal is considered to be a sympathetic and appropriately massed addition to the more traditional massing form of the remainder of the proposed dwelling."""	Yes		Yes	No Assessment	No	No	No Assessment	No	"""C 2. Within 2 months of the occupation of the replacement dwelling, the existing dwelling must be demolished. Thereafter the land on which the existing dwelling previously stood shall be landscaped to form part of the garden of the overall development.
Reason: The application has been approved as an exception to the general principle that development shall not take place in the countryside. It would not be appropriate for both the existing and proposed dwellings to remain on the site."""	None
15/00663/B	Yes	B	No	Senior Planning Officer 1	Committee	Yes	No	No Assessment	None	No Assessment	No Assessment	No	Yes	Yes	Yes	No	No Assessment	Yes	No Assessment	No	No	No Assessment	No Assessment	No	No	3	3	6	0	2	0	2	0	2	0	0	2	33.33%	0.00%	66.67%	Fail	0	0		B	MALEW	16-Jun-15	Erection of a replacement dwelling Kempis Orrisdale Road Ballasalla Isle Of Man IM9 3AE	Yes	Decision Issued	54.11029714	-4.610545072	Open Space	Yes	Southern Area Plan	Senior Planning Officer 1	Senior Planning Officer 1	Yes	No	Yes	Committee	Yes	Yes	No	No	Bungalow	1970s existing dwelling	No	No	Yes	No Assessment	No Assessment	Yes	No Assessment	None	None	None	None	No Assessment	No Assessment	None	No Assessment	No Assessment	Yes	Existing dwelling	Not included	Not included	149	Same	None	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment		None	No Assessment		No Assessment	No Assessment	No	No Assessment	No Assessment	No Assessment	None	None
