study_id	included	LatDD	LonDD	elevation	citation_title	site_name	island_name	archipelago	ocean	sample_parent_material	earliest_extent_ybp	latest_is_present_day	latest_extent_ybp	timeline_length	radiocarbon_calibrated	n_samples	proxy_groups	drivers_of_change_proxies	data_online_repository_uri
6157236	excluded	27.88222313	-15.5288887	480	Ancient DNA in archaeological wheat grains: preservation conditions and the study of pre-Hispanic agriculture on the island of Gran Canaria (Spain)	Fortaleza de Ansite	Gran Canaria	Canary Islands	Atlantic	archeological site	unknown	FALSE	unknown		unknown	1	dna	weat seeds	No time serie
6158426	included	61.82166672	-6.744999886	37	Human impact on an island ecosystem: pollen data from Sandoy, Faroe Islands	Millum Vatna	Sandoy	Faroe Islands	Atlantic	peatland	1585	FALSE	unknown		no	23	pollen	tephra	none
6156721	included	-27.14999962	-109.4333344	40	A plant microfossil record of Late Quaternary environments and human activity from Rano Aroi and surroundings, Easter Island	Rano Aroi (RAI)	Rapa Nui	Rapa Nui	Pacific	wetland	1588	TRUE	0	1588	no	18	pollen;macrofossils	magnetic susceptibility;lytostratigraphy;biosilicates	none
6159096	included	61.81972122	-6.751069546	29	Historical ecology on Sandoy, Faroe Islands: Palaeoenvironmental and archaeological perspectives	Millum Vatna	Sandoy	Faroe Islands	Atlantic	peatland	1595	TRUE	0	1595	no	20	pollen	none	none
6171838	included	78.94963837	11.43095589	30	Human Influence on Natural Arctic Vegetation in the 17th Century and Climatic Change since A.D. 1600 in Northwest Spitsbergen: A Paleobotanical Study	Stuphallet	Spitsbergen	Svalbard	Arctic	peatland	1595	TRUE	0	1595	no	60	pollen	none	none
6157502	included	-54.63058472	158.8969879	10	N-15 natural abundance of fossil peat reflects the influence of animal-derived nitrogen on vegetation	A mire	Macquarie	Macquarie	Pacific	peatland	1600	TRUE	0	1600	no	13	pollen	pollen summary	none
6156866	included	-17.73263359	168.4148865	119	Island ecosystem responses to the Kuwae eruption and precipitation change over the last 1600 years, Efate, Vanuatu	Emaotul	Efate	Vanuatu	Pacific	lake	1600	TRUE	0	1600	yes	32	pollen;spores	C/N;tephra;chironomids	none
6156590	included	-27.12405968	-109.2901611	320	New excavations in Easter Island's statue quarry: Soil fertility, site formation and chronology	Ranu Raraku (Moai 156)	Rapa Nui	Rapa Nui	Pacific	soil	unknown	FALSE	unknown		unknown	21	pollen;phytoliths	none	none
6157530	included	-45.0359993	168.576004	563	A High-Resolution Chronology of Rapid Forest Transitions following Polynesian Arrival in New Zealand	Kirkpatrick	South Island	New Zealand	Pacific	lake	1625	TRUE	0	1625	no	39	pollen	charcoal	none
6156697	included	65.51901245	-20.59235573	22	The vegetation and land use histories of two farms in Iceland: settlement, monasticism, and tenancy	Ásbjarnarnes	Iceland	Iceland	Atlantic	soil	1630	TRUE	0	1630	no	39	pollen	Pollen	none
6156625	included	-45.74516678	167.3728333	750	Changes in New Zealand forest plant communities following the prehistoric extinction of avian megaherbivores	Green Lake Landslide	South Island	New Zealand	Pacific	peatland	1641	FALSE	unknown		no	8	pollen;spores	none	none
6160033	included	-36.51194382	174.2386169	76	Resolving 500 Years of Anthropogenic Impacts in a Mesotrophic Lake: Nutrients Outweigh Other Drivers of Lake Change	Rototoa	North Zealand	New Zealand	Pacific	lake	unknown	TRUE	0		unknown	12	pollen	geochemistry;charcoal;diatoms	none
6158059	included	74.46853638	19.03587532	40	Early Holocene environment on Bjornoya (Svalbard) inferred from multidisciplinary lake sediment studies	Stevatnet	Bjorncbya	Svalbard	Arctic	lake	9795	FALSE	8300	1495	no	18	pollen;macrofossils	Mineral magnetic;lithology;	none
6157946	excluded	18.73333359	-65.8666687	0	Climate and human influence on late Holocene fire regimes in the British Virgin Islands	Skeleton Pond	Beef Island	Virgin Islands	Atlantic	lagoon	1698	TRUE	0	1698	no	0		charcoal	No proxy
6159210	included	-38.34999847	178.2333374	10	Field survey, sedimentology and plant microfossil analysis of sediment cores from possible cultivation sites at Tolaga Bay, eastern North Island, New Zealand	Thompson's Paddock	North Island	New Zealand	Pacific	soil	1700	FALSE	unknown		yes	8	pollen	none	none
6171839	included	70.91916656	-8.733333588	123	Five Short Pollen Diagrams of Soils from Jan Mayen Norway a Testimony of a Dynamic Landscape	Båtvika	Jan Mayen	Jan Mayen	Arctic	peatland	1700	FALSE	-33	1733	yes	50	pollen;spores	none	none
6158544	included	-39.22523499	175.3798676	730	Fine resolution palynology of Erua Swamp, Tongaririo, New Zealand, since the Taupo tephra eruption of c.1718 BP	Erua swamp	North Island	New Zealand	Pacific	peatland	1718	TRUE	0	1718	yes	76	pollen	charcoal	none
6169416	included	-39.23333359	175.4333344	1317	The effects of the Taupo tephra eruption c. 1718 BP on the vegetation of Mt Hauhungatahi, central North Island, New Zealand	Gibson's Swamp site 1020	North Island	New Zealand	Pacific	swamp	1718	TRUE	0	1718	no	24	pollen	none	none
6169416	included	-39.23333359	175.4333344	1317	The effects of the Taupo tephra eruption c. 1718 BP on the vegetation of Mt Hauhungatahi, central North Island, New Zealand	Gibson's Swamp site 1140	North Island	New Zealand	Pacific	swamp	1718	TRUE	0	1718	no	31	pollen	none	none
6156653	included	66.06666565	-20.38333321	47	Early-Holocene vegetation of northern Iceland: pollen and plant macrofossil evidence from the Skagi peninsula	Torfadalsvatn	Iceland	Iceland	Atlantic	lake	9890	FALSE	7940	1950	no	45	pollen	none	none
6158141	included	-43.72695923	172.6118164	4.5	Quaternary vegetation and climate changes on Banks Peninsula, South Island, New Zealand	Gebbies Valley	South Island	New Zealand	Pacific	estuary	37230	FALSE	7558	29672	no	20	pollen;phytoliths	charcoal	none
6158295	included	-37.93333435	177.5166626	0	Forest disturbance in the central North Island, New Zealand, following the 1850 BP Taupo eruption	Tunapahore	North Island	New Zealand	Pacific	swamp	1718	FALSE	unknown		no	11	pollen	charcoal	none
6169424	included	21.32861137	-157.7725067	463	A late-quaternary pollen record from Ka'au crater, O'ahu, Hawai'i	Ka‘au Crater	O'ahu	Hawai	Pacific	"lake "	20300	FALSE	7330	12970	no	35	pollen;spores	none	none
6156761	included	64.05500031	-65.69333649	63	Early Holocene hybridisation between Betula pubescens and B. nana in relation to birch vegetation in Southwest Iceland	Eyvík	Iceland	Iceland	Atlantic	peatland	10297	FALSE	7245	3052	yes	44	pollen;macrofossils	none	none
6157575	included	-39.22519302	176.8958893	147	The impact of human settlement on vegetation and soil stability in Hawke's Bay, New Zealand	Tutira	North Island	New Zealand	Pacific	lake	1800	TRUE	0	1800	yes	58	pollen	charcoal	none
6157681	included	-46.02637482	170.0732727	0	Gradual, catastrophic and human induced environmental changes from a coastal lake, southern New Zealand	Waihola	South Island	New Zealand	Pacific	lake	unknown	TRUE	0		unknown	31	pollen summary	diatoms	none
6157876	included	-17.51416588	-149.8130493	60	Agriculture, Domestic Production, and Site Function: Microfossil Analyses and Late Prehistoric Landscapes of the Society Islands	Opunohu Valley	Mo’orea	Society Islands	Pacific	soil	unknown	FALSE	unknown		unknown	21	pollen;phytoliths	none	none
6158580	included	-44.70000076	171.1499939	1	Trajectory of an anthropogenically induced ecological regime shift in a New Zealand shallow coastal lake	Wainono	South Island	New Zealand	Pacific	lagoon	unknown	TRUE	0		unknown	25	macrofossils	LOI;diatom	none
6170289	included	-39.27096558	173.9229431	310	The late pleistocene and holocene vegetation history of Taranaki, North Island, New Zealand	Warea River	North Island	New Zealand	Pacific	peatland	12600	FALSE	7160	5440	no	5	pollen	none	none
6156686	included	-38.94664764	177.0392609	424	Corroded pollen and spores as indicators of changing lake sediment sources and catchment disturbance	Rotonuiaha	North Island	New Zealand	Pacific	lake	1850	TRUE	0	1850	no	25	pollen	charcoal;pollen summary	none
6156686	included	-39.22354126	176.8935242	159	Corroded pollen and spores as indicators of changing lake sediment sources and catchment disturbance	Tutira	North Island	New Zealand	Pacific	lake	1850	TRUE	0	1850	no	78	pollen	charcoal;pollen summary	none
6157238	included	-35.14305496	173.2138824	47	A late Quaternary vegetation history for far northern New Zealand	Tangonge	North Island	New Zealand	Pacific	peatland	43876	FALSE	7160	36716	no	45	pollen	lithostratigraphy 	none
6158295	included	-37.91666794	176.8166656	0	Forest disturbance in the central North Island, New Zealand, following the 1850 BP Taupo eruption	Kohika	North Island	New Zealand	Pacific	swamp	1850	FALSE	unknown		no	16	pollen	charcoal	none
6158295	included	-38.59999847	177.8666687	20	Forest disturbance in the central North Island, New Zealand, following the 1850 BP Taupo eruption	Repongaere	North Island	New Zealand	Pacific	swamp	1850	FALSE	unknown		no	10	pollen	charcoal	none
6158295	included	-38.95000076	177.0833282	280	Forest disturbance in the central North Island, New Zealand, following the 1850 BP Taupo eruption	Rotonuiaha	North Island	New Zealand	Pacific	lake	1850	FALSE	unknown		no	17	pollen	charcoal	none
6158295	included	-39.21666718	175.8999939	150	Forest disturbance in the central North Island, New Zealand, following the 1850 BP Taupo eruption	Tutira	North Island	New Zealand	Pacific	lake	1850	FALSE	unknown		no	12	pollen	charcoal	none
6167800	included	-0.907880545	-89.55796051	332	Environmental and historical archaeology of the Galapagos islands: archaeobotany of Hacienda El Progreso, 1870-1920	Carpintero	San Cristobal	Galapagos	Pacific	soil	unknown	FALSE	unknown		unknown	18	phytoliths	charcoal	none
6167800	included	-0.907338917	-89.55947113	325	Environmental and historical archaeology of the Galapagos islands: archaeobotany of Hacienda El Progreso, 1870-1920	Progreso Mill	San Cristobal	Galapagos	Pacific	soil	unknown	FALSE	unknown		unknown	13	phytoliths	charcoal	none
6168091	included	-5.51125	150.091099	7.6	Interactions between human activity, volcanic eruptions and vegetation during the Holocene at Garua and Numundo, West New Britain, PNG	Numundo, FABK XI	West New Britain	Papua New Guinea	Pacific	soil	1890	FALSE	512	1378	yes	4	phytoliths	tephra	none
6169417	included	4.634444237	168.7169495	2.3	Analysis of plant microfossils in archaeological deposits from two remote archipelagos: The Marshall Islands, Eastern Micronesia, and the Pitcairn Group, Southeast Polynesia	North profile of MLEb-2I trench	Ebon	Marshall Islands	Pacific	soil	1930	TRUE	0	1930	no	8	pollen;spores	none	none
6157946	excluded	18.38333321	-64.73332977	0	Climate and human influence on late Holocene fire regimes in the British Virgin Islands	Thatch Pond	Great Thatch Island	Virgin Islands	Atlantic	lagoon	1940	TRUE	0	1940	no	0		charcoal	No proxy
6157326	included	-40.94240189	172.7987213	56	Eutrophication of a small, deep lake in southern New Zealand: the effects of twentieth-century forest clearance, changing nutrient influx, light penetration and bird behaviour	Alexander Lake	South Island	New Zealand	Pacific	lake	unknown	FALSE	unknown		unknown	14	pollen summary	charcoal	none
6157370	included	-1.692166686	120.2126312	1213	Human–environment interactions in mountain rainforests: archaeobotanical evidence from central Sulawesi, Indonesia	Pokekea	Sulawesi	Indonesia	Indo-Pacific	floodplain	1979	TRUE	0	1979	no	36	pollen	charcoal;sedimentology	none
6156789	included	-36.98274231	174.8097992	3.67	A 28 000-7600 cal yr BP pollen record of vegetation and climate change from Pukaki Crater, northern New Zealand	Pukaki Crater	North Island	New Zealand	Pacific	lake	23370	FALSE	7100	16270	no	192	pollen	tephra	none
6172122	included	-21.35170746	165.5857544	120	Late Holocene paleoenvironment in northern New Caledonia, southwestern Pacific, from a multiproxy analysis of lake sediments	Koum1, Grand Lac	Grande Terre	New Caledonia	Pacific	lake	2032	TRUE	0	2032	no	19	pollen summary	mineralogy;sedimentology;diatoms	none
6156617	included	-17.5	-149.8333282	230	Polynesian colonization and landscape changes on Mo’orea, French Polynesia: The Lake Temae pollen record	Tema'e	Mo’orea	Society Islands	Pacific	lake	2050	TRUE	0	2050	no	60	pollen	charcoal;magnetic susceptibility	none
6157357	included	18.79583359	-70.88694763	990	Late-Holocene paleoenvironmental change at mid-elevation on the Caribbean slope of the Cordillera Central, Dominican Republic:a multi-site, multi-proxy analysis	Laguna Salvador	Hispaniola	Greater Antilles	Atlantic	lake	2060	TRUE	0	2060	no	30	pollen	sedimentology;charcoal;isotopes;biogenic carbonate	none
6159290	included	16.95000076	121.8000031	44	A Ceramic and Plant and Parasite Microfossil Record from Andarayan, Cagayan Valley, Philippines Reveals Cultigens and Human Helminthiases Spanning the Last ca. 2080 Years	Andarayan site (trench B)	Luzon	Philippines	Pacific	soil	2070	TRUE	0	2070	no	18	pollen;phytoliths	Ceramic sherd;Starch and Helminth Eggs	none
6159290	included	16.95000076	121.8000031	48	A Ceramic and Plant and Parasite Microfossil Record from Andarayan, Cagayan Valley, Philippines Reveals Cultigens and Human Helminthiases Spanning the Last ca. 2080 Years	Andarayan site (trench A)	Luzon	Philippines	Pacific	soil	2080	TRUE	0	2080	no	18	pollen;phytoliths	Ceramic sherd;Starch and Helminth Eggs	none
6157014	included	65.58777618	-20.13277817	114	An Icelandic terrestrial record of North Atlantic cooling c. 8800-8100 cal. yr BP	Kagaðarholl palaeolake (KAGA)	Iceland	Iceland	Atlantic	peatland	8997	FALSE	7003	1994	no	46	pollen;spores	TC;TN;d13C ;d15N;stable isotope ratios.	none
6156625	included	-46.55199814	169.4956665	20	Changes in New Zealand forest plant communities following the prehistoric extinction of avian megaherbivores	Tahakopa Bay (Landcare Research core number X09/14)	South Island	New Zealand	Pacific	soil	2115	FALSE	unknown		no	11	pollen;spores	none	none
6156982	included	-27.11666679	-109.3666687	70	Vegetation changes and human settlement of Easter Island during the last millennia: a multiproxy study of the Lake Raraku sediments	Rano Raraku	Rapa Nui	Rapa Nui	Pacific	lake	2160	FALSE	unknown		no	26	pollen	charcoal;diatoms	none
6156354	included	17.10661697	-25.06211662	1200	Late Holocene environmental change and the anthropization of the T highlands of Santo Antão Island, Cabo Verde	Cova de Paúl	Santo Antão	Cabo Verde	Atlantic	soil	2170	TRUE	0	2170	no	72	pollen;phytoliths	grain size;charcoal;diatoms	none
6158486	included	-45.30070114	169.289505	540	Faunal and floral remains from Earnscleugh cave, central Otago, New Zealand	Earnscleugh cave	South Island	New Zealand	Pacific	cave	2176	FALSE	unknown		no	11	pollen	none	none
6157320	included	-43.59999847	171.0333405	667	Major disturbance to aquatic ecosystems in the South Island, New Zealand, following human settlement in the Late Holocene	Clearwater	South Island	New Zealand	Pacific	lake	2200	TRUE	0	2200	no	17	pollen	Plant remains;chirominids;charcoal	none
6172123	included	-21.58588982	165.3449554	11	Mid- to late Holocene environmental and climatic changes in New Caledonia, southwest tropical Pacific, inferred from the littoral plain Gouaro-D√©va	Fournier Swamp	Grande Terre	New Caledonia	Pacific	swamp	2210	TRUE	0	2210	no	23	pollen	none	none
6169183	included	61.86883545	-6.799740791	1	Human Impact and Landscape Degradation on the Faroe Islands	Gróthúsvatm	Sandoy	Faroe Islands	Atlantic	lake	unknown	FALSE	unknown		unknown	65	macrofossils	none	none
6157317	included	-44.65000153	168.9600067	349	Lake sediment fecal and biomass burning biomarkers provide direct evidence for prehistoric human-lit fires in New Zealand	Diamond	North Island	New Zealand	Pacific	lake	2260	TRUE	0	2260	no	49	pollen	charcoal;fecal and plant sterols;monosacharide anhydrides;polycyclic aromatic hydrocarbons	none
6157730	included	-20.34666634	44.40244293	20	Synergy between climate and human land-use maintained open vegetation in southwest Madagascar over the last millennium	Longiza	Madagascar	Madagascar	Indian	lake	unknown	TRUE	0		unknown	18	pollen;palymorphs	charcoal	none
6157242	included	-38.77453995	177.1123505	582	A late-Holocene and prehistoric environmental change from Lake Waikaremoana, New Zealand	Waikaremoana	North Island	New Zealand	Pacific	lake	2290	TRUE	0	2290	no	20	pollen	tephrochronologica	none
6168987	included	35.04999924	24.79999924	78	First evidence of a lake at Ancient Phaistos (Messara Plain, South-Central Crete, Greece): Reconstructing paleoenvironments and differentiating the roles of human land-use and paleoclimate from Minoan to Roman times	Phaistos	Crete	Aegean Islands	Mediterranean	soil	2290	FALSE	unknown		no	24	pollen summary	charcoal	none
6169403	included	-36.86222076	174.7733307	60	Discontinuous late pleistocene-holocene pollen records from auckland domain, northern New Zealand	Pukekawa crater	North Island	New Zealand	Pacific	peatland	46639	FALSE	7000	39639	no	28	pollen	none	none
6157564	included	-38.9711113	174.4305573	19	Detecting the initial impact of humans and introduced species on island environments in Remote Oceania using palaeoecology	Waitoetoe	North Island	New Zealand	Pacific	swamp	2310	TRUE	0	2310	no	34	pollen	charcoal	none
1	included	78.07499695	20.91666603	26	Past Vegetation and Reindeer on Edgeøya (Spitsbergen) Between c. 7900 and c. 3800 BP, Studied by Means of Peat Layers and Reindeer Faecal Pellets	Rosenbergdalen 1	Edgeøya	Svalbard	Arctic	peatland	7900	FALSE	6710	1190	no	14	pollen;spores	none	none
6156697	included	64.16366577	-35.64416504	88	The vegetation and land use histories of two farms in Iceland: settlement, monasticism, and tenancy	Helgadalur	Iceland	Iceland	Atlantic	soil	2430	TRUE	0	2430	no	45	pollen	Pollen	none
6156632	included	39.40833282	-31.22500038	530	The ecological impact of oceanic island colonization - a palaeoecological perspective from the Azores	Rasa	Flores	Azores	Atlantic	lake	2435	TRUE	0	2435	no	44	pollen	charcoal	none
6158113	included	-42.57833481	171.1549988	3	Wetland soil moisture complicates the use of Sporormiella to trace past herbivore populations	Blue Spur Road	South Island	New Zealand	Pacific	wetland	2450	TRUE	0	2450	yes	28	pollen;spores	none	none
6156913	included	-51.70000076	-57.78333282	3	The Falkland Islands' palaeoecological response to millennial-scale climate perturbations during the Pleistocene-Holocene transition: Implications for future vegetation stability in the southern ocean islands	Hooker's Point	East Falklands	Falklands	Atlantic	peatland	13630	FALSE	6450	7180	no	50	pollen;macrofossils	none	none
6156970	included	65.96666718	-18.45000076	100	Early Holocene climate variability and the timing and extent of the Holocene thermal maximum (HTM) in northern Iceland	Hámundarstaðaháls	Iceland	Iceland	Atlantic	lake	8673	FALSE	6289	2384	no	95	pollen	chironomids;infered temperature	none
6157545	included	12.56388855	-81.69999695	1	Mangrove dynamics in the southwestern Caribbean since the ‘Little Ice Age’: A history of human and natural disturbances	Bahia Honda	San Andrés	Caribean	Atlantic	wetland	2457	TRUE	0	2457	no	35	pollen	sedimentology;clima	none
6157357	included	18.79750061	-70.8758316	976	Late-Holocene paleoenvironmental change at mid-elevation on the Caribbean slope of the Cordillera Central, Dominican Republic:a multi-site, multi-proxy analysis	Laguna Castilla	Hispaniola	Greater Antilles	Atlantic	lake	2470	TRUE	0	2470	no	50	pollen	Sediment characteristics;charcoal;isotopes;biogenic carbonate	none
6171918	included	-24.95085907	47.00082016	12	Threshold response of Madagascar's littoral forest to sea-level rise	Littoral forest	Madagascar	Madagascar	Indian	wetland	2498	TRUE	0	2498	no	50	pollen	charcoal	none
6170345	included	-45.47000122	167.9499969	490	Rapid deforestation of South Island, New Zealand, by early polynesian fires	Thomas	North Island	New Zealand	Pacific	lake	2500	TRUE	0	2500	no	39	pollen	charcoal;magnetic susceptibility;organics;carbonates	none
6158375	included	66.06150818	-20.38249969	46	Lake Torfadalsvatn: a high resolution record of the North Atlantic ash zone I and the last glacial-interglacial environmental changes in Iceland	Torfadalsvatn	Iceland	Iceland	Atlantic	lake	10550	FALSE	6000	4550	no	10	pollen	diatoms;tephra	none
6157867	included	-22.29166603	166.9750061	220	A comparison of late Quaternary forest changes in New Caledonia and northeastern Australia	Xere Wapo (XW-B )	Grande Terre	New Caledonia	Pacific	lake	46050	FALSE	5780	40270	no	120	pollen	charcoal	none
6157534	included	-43.84884262	-176.3933868	6	The timing and importance of arboriculture and agroforestry in a temperate East Polynesia Society, the Moriori, Rekohu (Chatham Island)	Kairae core	Chatham Island	New Zealand	Pacific	peatland	2562	TRUE	0	2562	no	65	pollen	none	none
3	included	14.45244408	-60.90155029	3	Paleoenvironmental evidence for first human colonization of the eastern Caribbean	Pointe Figuier	Martinique	Antilles	Atlantic	lagoon	2600	TRUE	0	2600	no	14	pollen	charcoal	none
6170135	included	-35.3252182	174.359436	0	Looking Back for the Future: Local Knowledgeand Palaeoecology Inform Biocultural Restoration of Coastal Ecosystems in New Zealand	Whangaruru	North Island	New Zealand	Pacific	soil	unknown	TRUE	0		unknown	34	pollen	Indigenous knowledge data collected	none
6157082	included	-9.5	160.0833282	20	Explanations for palaeoecological changes on the northern plains of Guadalcanal, Solomon Islands: The last 3200 years	Mela Swamp	Guadalcanal	Salomon	Pacific	swamp	2650	TRUE	0	2650	no	13	pollen;spores	none	none
6168192	included	-39.83333206	174.6166687	0	Mid and Late Holocene Pollen Diagrams and Polynesian Deforestation Wanganui District New Zealand	Waverley Beach	North Island	New Zealand	Pacific	swamp	7000	FALSE	5750	1250	no	12	pollen;spores	charcoal	none
6168192	included	-39.78333282	174.6666718	52	Mid and Late Holocene Pollen Diagrams and Polynesian Deforestation Wanganui District New Zealand	Waiau	North Island	New Zealand	Pacific	swamp	2710	TRUE	0	2710	no	20	pollen;spores	charcoal	none
6156952	included	-36.16666794	175.5	15	A 6000-year palaeoenvironmental record from Harataonga, Great Barrier Island, New Zealand	Harataonga Beach is	Great Barrier Island	New Zealand	Pacific	swamp	2731	TRUE	0	2731	no	22	pollen	tephra;sedimentology	none
6169410	included	-16.79222298	168.1822205	0	A short note on banana (Musa) phytoliths in Lapita, immediately post-Lapita and modern period archaeological deposits from Vanuatu	Mafilau	Epi	Vanuatu	Pacific	soil	2740	FALSE	unknown		no	3	phytoliths	none	none
6157194	included	-23.86816406	-147.6787415	7	Early tropical crop production in marginal subtropical and temperate Polynesia	Ra’irua	Raivavae	French Polynesia	Pacific	marsh	2775	FALSE	unknown		no	27	pollen;palymorphs	invertebrates;pollen summaries	none
6156991	included	41.95930099	9.413354874	0.42	Coastal landscape evolution of Corsica island (W. Mediterranean): palaeoenvironments, vegetation history and human impacts since the early Neolithic period	Palo	Corsica	Corsica and Sardinia	Mediterranean	lake	2780	TRUE	0	2780	no	26	pollen;spores	LOI;laser granulometry;ostracod;fungi	none
6158113	included	-42.58000183	171.6979218	190	Wetland soil moisture complicates the use of Sporormiella to trace past herbivore populations	Haupiri	South Island	New Zealand	Pacific	peatland	2838	TRUE	0	2838	no	28	pollen;spores	sporomiella	none
6169410	included	-16.08916664	167.4586182	0	A short note on banana (Musa) phytoliths in Lapita, immediately post-Lapita and modern period archaeological deposits from Vanuatu	Uripiv	Uripiv	Vanuatu	Pacific	soil	2839	FALSE	unknown		no	4	phytoliths	none	none
6157304	included	-13.31999969	48.20999908	71	Rain Forest Fragmentation and Environmental Dynamics on Nosy Be Island (NW Madagascar) at 1300 cal BP Is Attributable to Intensified Human Impact	Amparihibe	Nosy Be Island	Madagascar	Indian	lake	2850	TRUE	0	2850	no	22	pollen	charcoal;grain size;mag sus;biomarkers	none
6157881	included	21.50694466	-158.1427765	1205	Central Pacific hydroclimate over the last 45,000 years: Molecular-isotopic evidence from leaf wax in a Hawai'i peatland	Moun Kaʻala (KLA2, 130-cm)	O'ahu	Hawai	Pacific	peatland	45200	FALSE	5695	39505	no	10	n-alkanes	organic geochemistry;leaf n-alkanes;δ2H	none
6157174	included	-0.643055558	-90.33194733	819	Detecting the provenance of Galapagos non-native pollen: The role of humans and air currents as transport mechanisms	Tiny Bog	Santa Cruz	Galapagos	Pacific	peatland	2855	TRUE	0	2855	no	62	pollen summary	charcoal	none
6171856	included	-0.643055558	-90.33194733	820	Fossil Pollen as a Guide to Conservation in the Galapagos	Tiny Bog	Santa Cruz	Galapagos	Pacific	peatland	2855	TRUE	0	2855	no	30	pollen summary	none	none
6169919	included	18.79750061	-70.8758316	976	Sensitivity of bulk sedimentary stable carbon isotopes to prehistoric forest clearance and maize agriculture	Laguna Castilla	Hispaniola	Greater Antilles	Atlantic	lake	2860	TRUE	0	2860	no	40	pollen	charcoal;LOI;isotopes	none
6156612	included	65.65766907	-17.23383331	265	Late survival of woodland contrasts with rapid limnological changes following settlement at Kalmanstjo€rn, Myvatnssveit, northeast Iceland	Kalmanstjörn	Iceland	Iceland	Atlantic	lake	2879	FALSE	unknown		no	70	pollen;npp	sedimentology;organic geochemistry;tephra	none
6157963	included	-37.28333282	176.2833405	10	A dated pollen record of vegetation change on Mayor Island (Tuhua) throughout the last 3000 years	Te Paritu lake	Mayor Island / Tūhua	New Zealand	Pacific	peatland	2898	TRUE	0	2898	no	49	pollen;spores	lithology;charcoal	none
6170608	included	-37.4093132	175.9375305	5	Late Holocene palynology and palaeovegetation of tephra‐bearing mires at Papamoa and Waihi Beach, western Bay of Plenty, North Island, New Zealand	Waihi Beach	North Island	New Zealand	Pacific	swamp	2900	TRUE	0	2900	no	14	pollen	mineralogy	none
6169410	included	-15.90166664	167.3058319	0	A short note on banana (Musa) phytoliths in Lapita, immediately post-Lapita and modern period archaeological deposits from Vanuatu	Vao	Vao	Vanuatu	Pacific	soil	2962	TRUE	0	2962	no	5	phytoliths	none	none
6157098	included	24.75	-77.8833313	9	Late Holocene climate change and human disturbance on Andros Island, Bahamas	Church's Blue Hole	Andros Island	Bahamas	Atlantic	sinkhole	2980	TRUE	0	2980	no	18	pollen	charcoal	none
6158847	included	26.79999924	-77.41999817	0	Human arrival and landscape dynamics in the northern Bahamas	Blackwood Sinkhole	Great Abaco	Bahamas	Atlantic	sinkhole	3000	TRUE	0	3000	yes	114	pollen	charcoal;sedimentology	none
6168798	included	-36.98297501	174.8100739	40	A Late Holocene palaeoenvironmental reconstruction of Ulong Island, Palau, from starch grain, charcoal, and geochemistry analyses	sinkhole	Ulong	Palau	Pacific	sinkhole	3000	TRUE	0	3000	no	20	starch	charcoal;geochemestry	none
6172324	included	66.22000122	-5.70666647	20	Congruence or concordance in archaeobotany: Assessing micro- and macro-botanical data sets from Icelandic middens	Svalbarð	Iceland	Iceland	Atlantic	middens	3000	TRUE	0	3000	yes	32	pollen;macrofossils	none	none
6159648	included	-38.95586395	175.9452972	438	Maori settlement of New Zealand: The Anthropocene as a process	Waitetoke	North Island	New Zealand	Pacific	wetland	unknown	TRUE	0		unknown	27	pollen	charcoal;sedimentology	none
6156678	included	64.78194427	-21.26111031	100	Lake sediment evidence for late Holocene climate change and landscape erosion in western Iceland	Breiðavatn	Iceland	Iceland	Atlantic	lake	3000	FALSE	unknown		no	54	pollen	chirominids	none
6159096	included	61.8406868	-6.833516598	6	Historical ecology on Sandoy, Faroe Islands: Palaeoenvironmental and archaeological perspectives	Gróthúsvatm	Sandoy	Faroe Islands	Atlantic	lake	3040	TRUE	0	3040	no	53	pollen	chironomids;Phosphorus	none
6157174	included	-0.643888891	-90.32694244	809	Detecting the provenance of Galapagos non-native pollen: The role of humans and air currents as transport mechanisms	Psidium Bog	Santa Cruz	Galapagos	Pacific	peatland	3091	TRUE	0	3091	no	48	pollen summary	charcoal	none
6156970	included	65.90000153	-18.29999924	220	Early Holocene climate variability and the timing and extent of the Holocene thermal maximum (HTM) in northern Iceland	Vatnamyri	Iceland	Iceland	Atlantic	lake	9460	FALSE	5668	3792	no	80	pollen	chironomids;infered temperature	none
6170293	included	-40.62513733	175.6025391	282	Palynology of Pohehe Swamp, northwest Wairarapa, New Zealand: a study of climatic and vegetation changes during the last 41,000 years	Pohehe Swamp	North Island	New Zealand	Pacific	swamp	41000	FALSE	5000	36000	no	38	pollen	lithology;tephrochronology	none
6157082	included	-9.5	160.0833282	20	Explanations for palaeoecological changes on the northern plains of Guadalcanal, Solomon Islands: The last 3200 years	Laukutu Swamp	Guadalcanal	Salomon	Pacific	swamp	3230	TRUE	0	3230	no	13	pollen;spores	none	none
6168328	included	-39.65000153	176.9666595	0	An AMS 14C pollen-dated sediment and pollen sequence from the late holocene, southern coastal Hawke's Bay, New Zealand	Hawke's Bay Round Lake	North Island	New Zealand	Pacific	lake	3243	TRUE	0	3243	no	35	pollen;spores	sediment physial properties;charcoal	none
6156839	included	-38.59583282	178.6399994	800	Ancient DNA chronology within sediment deposits: Are paleobiological reconstructions possible and is DNA leaching a factor?	Hukanui #7a	North Island	New Zealand	Pacific	cave	3280	FALSE	unknown		no	6	plant remains	sheep DNA;avian DNA	none
